,feature_name,marker_definition,parent_population,betas,p_1
7655,P2:25305,39+127+RO+,DPT,-0.0,0.279154
7656,P1:23452,31+57+95+127+,DPT,-0.0,0.968568
7657,P1:12309,27+57+95-127-RA+,CD8,0.0,0.541192
7658,P4:966,CD2+314+334-337+158b+R7-,16+56-,0.0,0.497734
7659,P1:11060,27-28+31+95+127-244+,CD8,-0.0,0.886542
7660,P1:13125,57-95+127-244+RA+,CD8,-0.0,0.4352
7661,P5 gd:797,27+28-RA-R5+R7+,CD3 T/VD1,-0.0,0.196961
7662,P4:558,CD2+314+334-158a+158b-R7-,16+56-,0.0,0.765212
7663,P1:25783,27-28+57+95+127-244+RA+,DPT,-0.0,0.21732
7664,P1:6225,28-31+95-RA+,CD4,-0.0,0.988402
7665,P2:3412,39-73-PD1-,CD4,-0.0,0.683502
7666,P2:25945,38-39+73+PD1+RO+,DPT,-0.0,0.865609
7667,P3:5906,PD1+XR3+,CD8/Memory,0.0004086402164048475,0.00775419
7668,P1:7975,27+28+31+95+127+244-RA-,CD8,-0.0,0.0940771
7669,P1:24295,27+28+127-244-RA+,DPT,-0.0,0.692113
7670,P5 gd:884,27+28-R5-R7-,Vg9+/Vd2Hi,-0.0,0.722499
7671,P3:251,161-PD1+R4-R6-R10+XR3+XR5-,CD4/Naive,-0.0,0.726408
7672,P3:3639,161-PD1+R4+R6+,CD4/Naive,0.0,0.375488
7673,P3:84,161-PD1-R4+R6+R10-XR3-XR5+,CD4/Memory,0.0,0.534764
7674,P5 gd:597,28-R5+,CD3 T/VD1,-0.0,0.976373
7675,P2:12762,25+38+39-127-DR+RO+,CD8,0.0,0.30192
7676,P7:250,32+274+,14-/mDC/XPres,-0.0,0.212294
7677,P2:500,25-38+39+73-127+DR-PD1+RO-,CD4,-0.0,0.0325063
7678,P1:12281,95-127-RA+,CD8,-0.0,0.246448
7679,P2:964,25+38+39+73-127-DR-PD1+RO-,CD4,0.0,0.817344
7680,P1:22921,31-95+127-,DPT,0.0,0.661926
7681,P2:21120,25+38-39-127-DR+RO-,DPT,-0.0,0.147516
7682,P1:7979,27+31-57+95+127+244-RA-,CD8,-0.0,0.0993837
7683,P3:6670,161+PD1+R4+R10+XR3+XR5+,CD8/Memory,-0.0,0.311977
7684,P1:4415,27+28+31-127+,CD4,-0.0,0.620023
7685,P7 Mono:4163,11c+16-64+274+,Monocytes,-0.0,0.129342
7686,P2:8585,25+39+73-DR+RO-,CD8,-0.0,0.492978
7687,P1:12794,57+95-127+RA+,CD8,-0.0,0.886496
7688,P7 Mono:6300,11c-32-123+274+DR+,Monocytes,-0.0,0.958399
7689,P1:12220,28+31+95+127+244-RA+,CD8,-0.0,0.0117431
7690,P5 gd:627,27+28-RA+R5+,CD3 T/VD1,-0.0,0.810489
7691,P1:4014,27-95+127-,CD4,0.0,0.95757
7692,P2:8560,38+39+73+127-DR+RO-,CD8,-0.0,0.492306
7693,P2:2872,25+38+39+73+127+PD1+RO-,CD4,-0.0,0.98393
7694,P3:3690,161-R4+R10+,CD4/Naive,0.0,0.240374
7695,P2:9011,39+73+127-PD1+RO-,CD8,-0.0,0.000684238
7696,P1:22028,27+28-31-95-127-244-,DPT,-0.0,0.543979
7697,P7 Mono:2105,16-32-64-123-141+274+DR-,Monocytes,-0.0,0.12557
7698,P3:8171,R4+R6-XR3-XR5+,CD8/Naive,0.0,0.631781
7699,P2:952,25-38+39+73+127+DR+PD1+RO+,CD4,-0.0,0.569129
7700,P4:5528,CD2-314-,56+16-,-0.0,0.937322
7701,P2:4448,25+73+DR+,CD4,-0.0,0.566317
7702,P1:24154,31+95+127+244+,DPT,0.0,0.487383
7703,P1:20885,28-95-RA-,DPT,-0.0,0.666553
7704,P1:688,27+28-31+57-95-127+244+RA-,DPT,0.0,0.79638
7705,P1:6059,27-28+127-RA+,CD4,-0.0,0.746451
7706,P3:2331,161-PD1+R4+R10+XR5+,CD4/Memory,-0.0,0.690355
7707,P2:2832,127+PD1+RO-,CD4,-0.0,0.42253
7708,P3:8061,R4-R6+R10+XR3+,CD8/Naive,-0.0,0.40841
7709,P1:8969,28+31-95-244+RA-,CD8,0.0,0.770603
7710,P2:4435,38-39-73+DR+,CD4,0.0,0.816107
7711,P2:10765,25+38+39+73+DR+,CD8,-0.0,0.616
7712,P2:93,25-38-39-73+127+DR-PD1+RO-,CD8,0.0,0.567263
7713,P1:9442,27+28+31+95-127-244-,CD8,-0.0,0.844804
7714,P3:4336,161-PD1+R4+R6+XR5+,CD4/Naive,0.0,0.154571
7715,P2:24276,38+39+73-DR-PD1-RO+,DPT,-0.0,0.0317721
7716,P7 Mono:6376,11c-16+32-123-141+274+DR+,Monocytes,0.0,0.63464
7717,P4:99,2+314-334-337+158a-158b-R7-,56+16-,0.0,0.880205
7718,P2:9214,25+38+127-DR+PD1+RO-,CD8,-0.0,0.345804
7719,P4:4257,314-334+158a+R7+,16+56,-0.0,0.897855
7720,P7 Mono:888,11c-123+141+274-DR-,Monocytes,-0.0,0.149647
7721,P4:941,314-158b+R7-,16+56-,-0.0,0.0163303
7722,P1:10908,28+31-57+95-127-244+,CD8,-0.0,0.393306
7723,P3:3604,PD1+,CD4/Naive,0.0,0.782069
7724,P7 Mono:814,11c+16-141+274-DR-,Monocytes,-0.0,0.0516838
7725,P5 gd:2015,27-28+R5-R7+,Vg9+/Vd2Low,-0.0,0.00557828
7726,P3:8081,161-PD1+R4+R6+R10+XR3+,CD8/Naive,-0.0,0.610144
7727,P5 gd:2186,8+28+RA+R5+R7+,Vg9+/Vd2Low,0.0,0.506803
7728,P4:6233,CD2+314+R7+,56+16-,0.0,0.0247754
7729,P4:3464,334-,16+56,-0.0,0.979715
7730,P2:6601,25+38+73-127+DR+RO+,CD4,0.0,0.676894
7731,P5 NKT:83,28+RA+R7-,4-8-,-0.0,0.795131
7732,P2:12869,38+39-73+DR+RO+,CD8,-0.0,0.806563
7733,P4:4210,CD2+314+334+337+R7+,16+56,0.0,0.6909
7734,P1:5808,27-28-31+57-127+244-RA+,CD4,-0.0,0.28217
7735,P2:21774,73+127+PD1+RO-,DPT,0.0,0.696463
7736,P1:22732,31-57-95-127-,DPT,-0.0,0.88727
7737,P2:25134,127-RO+,DPT,-0.0,0.912777
7738,P1:25449,31-127+RA+,DPT,0.0,0.540743
7739,P3:5697,161+R4+R6+,CD8/Memory,0.0,0.641613
7740,P7 Mono:6554,11c-16+64+123+141+274+DR+,Monocytes,-0.0,0.477122
7741,P3:1883,161-R4-R6+R10+XR3+,CD4/Memory,0.0,0.999097
7742,P7 Mono:3573,11c-16+123-141+,Monocytes,0.0,0.94852
7743,P3:8029,161+PD1+R4+R6-R10+XR3+,CD8/Naive,0.0,0.121075
7744,P2:11161,25+38+73+127-PD1+,CD8,-0.0,0.134314
7745,P1:1739,31+95-127-RA-,CD4,0.0,0.487382
7746,P2:22330,38+39-73-PD1-,DPT,-0.0,0.0549663
7747,P1:23445,27-28+57+95+127+,DPT,0.0,0.581861
7748,P1:1311,27-31+57+95-244-RA-,CD4,0.0,0.700881
7749,P2:25689,25+38+DR-PD1+RO+,DPT,-0.0,0.246906
7750,P7 Mono:937,11c-16+64-123-141-DR-,Monocytes,-0.0,0.633687
7751,P2:26158,25+39-73+DR+PD1+RO+,DPT,0.0,0.265606
7752,P1:5691,27+28-31+95+244-RA+,CD4,-0.0,0.0147373
7753,P2:23268,25-38-39-73+127-DR+,DPT,-0.0,0.95671
7754,P1:301,27-28-31-57-95-127-244+RA-,DPT,-0.0,0.597226
7755,P1:23644,28+31+57-95+127-244+,DPT,-0.0,0.51757
7756,P7 Mono:931,11c-16-64-123-141-DR-,Monocytes,-0.0,0.50766
7757,P4:6388,CD2-314-334+158a-158b+R7+,56+16-,0.0,0.82036
7758,P1:2937,28+31+57+95-127+244+RA-,CD4,0.0,0.665013
7759,P2:11556,38+39-73+127+DR+PD1+,CD8,-0.0,0.215261
7760,P2:22312,38+73+127-PD1-,DPT,-0.0,0.318866
7761,P2:21715,25+38+39-73-127+PD1+RO-,DPT,-0.0,0.922423
7762,P4:4466,CD2-314-158a+158b+R7+,16+56,0.0,0.982055
7763,P1:11290,27+28-95+244+,CD8,-0.0,0.436665
7764,P1:5300,28-95-127-244-RA+,CD4,-0.0,0.0595918
7765,P7 Mono:3672,11c-16+32-64+141+,Monocytes,-0.0,0.745211
7766,P6 earlyB:219,24-5+D+,IgA-IgG-,0.0,0.221706
7767,P1:68,27-28-31-57+95+127+244+RA-,DPT,0.0,0.0839609
7768,P7 Mono:1856,11c+16+64+123+141-274+DR-,Monocytes,-0.0,0.133392
7769,P1:26074,27-31+95-127+244+RA+,DPT,-0.0,0.923041
7770,P1:23548,28-57-127-244+,DPT,-0.0,0.868606
7771,P4:5773,CD2+314-158b+,56+16-,-0.0,0.382011
7772,P2:9819,38+39+73-127+PD1-,CD8,-0.0,0.0342974
7773,P2:20561,25+38-39-127+DR+PD1-RO-,DPT,-0.0,0.665275
7774,P1:769,27+28+31+57+95+127+244+RA-,CD4,-0.0,0.11011
7775,P1:23863,28-31-57-95+244+,DPT,0.0,0.65898
7776,P1:8671,28-31-95+127+RA-,CD8,-0.0,0.684029
7777,P6 earlyB:25,24+27+5-38-D+,IgA-IgG-,0.0,0.744492
7778,P4:6249,CD2-314+334-337+R7+,56+16-,0.0,0.63736
7779,P2:25395,39-73+127-DR+RO+,DPT,-0.0,0.668181
7780,P1:24463,27-57+95-244-RA+,DPT,-0.0,0.757739
7781,P1:10112,27-31+57+95+127+244-,CD8,-0.0,0.504035
7782,P5 gd:535,8+28+,CD3 T/VD1,0.0,0.963673
7783,P4:5795,CD2-314+334-337+158b+,56+16-,-0.0,0.967833
7784,P7:93,64+,11c+ (nodim)/1c-/16-,-0.0,0.0797519
7785,P7 Mono:6412,11c-32+64+123-141+274+DR+,Monocytes,0.0,0.474356
7786,P2:26045,25-38+73-127-DR+PD1+RO+,DPT,-0.0,0.0799721
7787,P1:732,27+28+31+57-95-127-244+RA+,CD8,-0.0,0.909162
7788,P2:21083,38-39+73+127+RO-,DPT,-0.0,0.60641
7789,P1:22932,27-28+95+127-,DPT,-0.0,0.065279
7790,P1:446,27-28+31-57+95+127-244-RA-,DPT,-0.0,0.582376
7791,P4:4119,314+337+158a-R7+,16+56,0.0,0.613673
7792,P2:20969,RO-,DPT,0.0,0.401392
7793,P4:2413,CD2-314+158a+158b+R7+,16+56-,0.0,0.410642
7794,P1:12636,27+28+57+RA+,CD8,-0.0,0.145822
7795,P3:3592,R4-,CD4/Naive,-0.0,0.0929342
7796,P2:437,25+38-39-73-127-DR+PD1-RO+,DPT,0.0,0.4654
7797,P4:92,2-314+334+337-158a+158b+R7-,56+16-,-0.0,0.233026
7798,P3:359,161+PD1+R4-R6+R10-XR3-XR5-,CD4/Naive,-0.0,0.484481
7799,P7 Mono:3954,11c-16-32+64-123+141-274+,Monocytes,-0.0,0.315493
7800,P2:25993,127+PD1+RO+,DPT,0.0,0.283299
7801,P2:8246,25+38+39-73-127-RO-,CD8,-0.0,0.229885
7802,P3:6311,161-R4+R6+R10-XR5+,CD8/Memory,0.0,0.836961
7803,P2:958,25+38+39-73-127-DR+PD1+RO-,CD8,0.0,0.729659
7804,P3:80,161+PD1-R4-R6-R10-XR3+XR5-,CD8/Naive,0.0,0.660917
7805,P1:7299,27-28+95+127+244+RA+,CD4,-0.0,0.940637
7806,P1:640,27-28-31-57-95-127+244-RA-,CD4,-0.0,0.757638
7807,P7 Mono:2266,11c-32+64-123+141+274+DR-,Monocytes,0.0,0.413219
7808,P1:6440,27-28-31+57-95-127+RA+,CD4,-0.0,0.620428
7809,P2:23227,73-127-DR+,DPT,-0.0,0.504007
7810,P3:8169,161+PD1-R4+R6-XR3-XR5+,CD8/Naive,0.0,0.836248
7811,P2:21294,25+127+DR+RO-,DPT,0.0,0.985463
7812,P2:456,25+38-39-73+127-DR+PD1-RO-,DPT,-0.0,0.160572
7813,P1:26239,27+28+57+95+127+244+RA+,DPT,-0.0,0.419031
7814,P6:179,20+27-38+,CD10-/CD95+/IgA-IgG-/IgM+,0.0,0.121707
7815,P1:6431,27-28-57-95-127+RA+,CD4,0.0,0.820738
7816,P3:82,161+PD1-R4+R6+R10-XR3-XR5+,CD4/Memory,-0.0,0.840371
7817,P4:1882,CD2+314-158b-R7+,16+56-,-0.0,0.241988
7818,P1:21566,27-31+57-95-244+RA-,DPT,0.0,0.690465
7819,P1:11312,27-28+31-57+95+244+,CD8,0.0,0.184292
7820,P2:11206,25+38+39-PD1+,CD8,0.0,0.931323
7821,P3:618,XR3-XR5-,CD4/Memory,-0.0,0.148658
7822,P2:25572,38-39+73+127+DR+RO+,DPT,-0.0,0.0657269
7823,P1:24516,27+28-244-RA+,DPT,-0.0,0.594317
7824,P5 gd:2036,8+27+RA+R5-R7+,Vg9+/Vd2Low,-0.0,0.544672
7825,P2:25363,25+38+39+73-127-DR+RO+,DPT,-0.0,0.8024
7826,P2:23392,38+73-127+DR+,DPT,-0.0,0.0151812
7827,P1:13404,28+31-57+95+244+RA+,CD8,0.0,0.377051
7828,P2:9369,25+38+39+127+DR+PD1+RO-,CD8,-0.0,0.605297
7829,P2:8981,38-39+127-PD1+RO-,CD8,-0.0,0.000817875
7830,P2:37,25-38-39-73-127-DR-PD1+RO+,CD8,0.0,0.816774
7831,P1:2140,27-28-31+95+RA-,CD4,-0.0,0.725552
7832,P5 gd:1186,8-27-,Vg9+/Vd2Hi,-0.0,0.976953
7833,P3:6941,R10-XR5-,CD8/Naive,0.0,0.280656
7834,P2:26116,25+38+73-DR+PD1+RO+,DPT,0.0,0.359304
7835,P3:144,161+PD1-R4+R6-R10+XR3-XR5-,CD4/Memory,-0.0,0.558896
7836,P3:6610,161-R6+XR3+XR5+,CD8/Memory,-0.0,0.390253
7837,P1:25729,27+31-57-95+127-244+RA+,DPT,0.0,0.309944
7838,P3:3479,161+PD1+R4+R6+R10+XR3-,CD4/Naive,-0.0,0.201835
7839,P3:8044,161+R10+XR3+,CD8/Naive,0.0,0.665572
7840,P2:8310,25-38-39+73+127-RO-,CD8,-0.0,0.208176
7841,P1:26031,27-28+31+57+95+244+RA+,DPT,-0.0,0.765253
7842,P2:9921,38-39+127-DR+PD1-,CD8,-0.0,0.485185
7843,P2:23824,38+PD1+,DPT,0.0,0.876808
7844,P6:95,20+24-,CD10-/CD95+/IgA-IgG-/IgAGDM-,-0.0,0.651603
7845,P1:412,27-28-31-57-95-127-244-RA-,CD4,-0.0,0.428252
7846,P4:4404,CD2+314-334+158b+R7+,16+56,-0.0,0.224665
7847,P3:7893,PD1+R4+R10-XR3+,CD8/Naive,-0.0,0.105984
7848,P7 Mono:4063,16-32+123-274+,Monocytes,0.0,0.807617
7849,P5 gd:994,8+27+RA+R7-,Vg9+/Vd2Hi,-0.0,0.599923
7850,P7 Mono:6269,11c+16+32+64+274+DR+,Monocytes,-0.0,0.428921
7851,P5 gd:468,27-RA+R5-,CD3 T/VD1,-0.0,0.0921326
7852,P7 Mono:6442,11c+16+32+64-141+274+DR+,Monocytes,-0.0,0.897365
7853,P2:5000,25+38+39+127+PD1+,CD4,-0.0,0.106785
7854,P2:24395,25+39+73+127+DR-PD1-RO+,DPT,-0.0,0.145191
7855,P2:912,25+38+39+73+127+DR+PD1+RO+,CD8,-0.0,0.939905
7856,P1:9782,27-28+57+244-,CD8,-0.0,0.225645
7857,P2:26196,39+73-127+DR+PD1+RO+,DPT,-0.0,0.603918
7858,P4:4408,CD2-314+334+158b+R7+,16+56,0.0,0.315035
7859,P2:25266,38-73-127+RO+,DPT,-0.0,0.489169
7860,P2:25730,38+39-73-127+DR-PD1+RO+,DPT,0.0,0.859915
7861,P2:20678,38-39+73+127-DR-RO-,DPT,0.0,0.200101
7862,P3:7332,161+R4+R10+XR3+XR5-,CD8/Naive,0.0,0.324422
7863,P2:25942,38+73+PD1+RO+,DPT,0.0,0.221432
7864,P4:5798,CD2-314-337+158b+,56+16-,0.0,0.416492
7865,P3:854,R4+XR5-,CD4/Memory,0.0,0.236671
7866,P1:3932,27+28-127-,CD4,-0.0,0.481273
7867,P2:9941,25-73+127-DR+PD1-,CD8,0.0,0.483404
7868,P1:21079,27-28+57+95+RA-,DPT,-0.0,0.119694
7869,P7 Mono:984,11c+16+32-64+123-141-DR-,Monocytes,-0.0,0.952301
7870,MFI:26,CD11c Cy5 PE,Lin-DR+/14-/11c+ (nodim)/1c-/16+/CD64,0.0,0.187479
7871,MFI:21,CD16 Cy55 PE,Lin-DR+/14-/11c+ (nodim)/1c-/16+/CD32,0.0,0.0374457
7872,P1:5582,28-31+57-244-RA+,CD4,-0.0,0.453002
7873,P1:9384,28-31+57+95+127+244+RA-,CD8,0.0,0.398245
7874,P2:8689,38-39+127+DR+RO-,CD8,-0.0,0.46178
7875,P4:3549,CD2+314+334-158a+,16+56,0.0,0.34815
7876,P2:22157,25+39+73+DR-PD1-,DPT,-0.0,0.0881196
7877,P1:3855,27-28+95-127-,CD4,0.0,0.522056
7878,P2:22693,38-39+127+DR+PD1-,DPT,-0.0,0.176549
7879,MFI:294,CD3 Ax594,Lymphs/CD3 T/CD8/Memory/XR3,0.0,0.168884
7880,P2:13339,25+39+73+PD1+RO+,CD8,-0.0,0.539961
7881,P1:21769,27+28+31-57+95+244+RA-,DPT,0.0,0.40216
7882,P2:11836,39+127-PD1-RO+,CD8,-0.0,0.117998
7883,P1:8541,27-28+31-57+95-127+RA-,CD8,0.0,0.532792
7884,P1:23438,27+28+31-57+95+127+,DPT,0.0,0.536057
7885,P7 Mono:3645,11c-16+32-141+,Monocytes,0.0,0.897869
7886,P7 Mono:5584,11c+16-64-123+DR+,Monocytes,-0.0,0.0499915
7887,P4:3739,CD2-314-337+158b+,16+56,-0.0,0.440864
7888,P7 Mono:943,11c-32+64-123-141-DR-,Monocytes,-0.0,0.579302
7889,P5 gd:488,8-28-RA-,CD3 T/VD1,0.0,0.202819
7890,P2:5074,38-39+127-DR+PD1+,CD4,0.0,0.172432
7891,P1:745,27-28+31+57+95-127-244-RA-,DPT,0.0,0.82861
7892,P6:18,20-24+27+38+,CD10-/CD95+/IgA-IgG-/IgAGDM-,-0.0,0.680166
7893,P1:8767,27-28+31+95-127-244+RA-,CD8,0.0,0.789558
7894,P1:6043,27+28+31+57-127-RA+,CD4,-0.0,0.220953
7895,P2:97,25+38-39-73-127+DR-PD1+RO+,DPT,0.0,0.593773
7896,P2:22698,25-38+39+127+DR+PD1-,DPT,-0.0,0.25215
7897,P1:3534,27-28-31+95+244-,CD4,-0.0,0.84125
7898,P3:7838,161-PD1+R4+R6+R10+,CD8/Naive,-0.0,0.651469
7899,P4:6452,CD2-314-158b+R7+,56+16-,0.0,0.108974
7900,P2:1979,38-39+127-RO-,CD4,-0.0,0.451967
7901,P7 Mono:788,11c-64-141+274-DR-,Monocytes,-0.0,0.00637525
7902,P2:4208,25+38+73+,CD4,0.0,0.425419
7903,P2:9228,38+39-73+127-DR+PD1+RO-,CD8,0.0,0.973135
7904,P4:3148,CD2-158a-158b-,16+56,-0.0,0.637681
7905,P3:4122,161+R6-R10+XR3-XR5+,CD4/Naive,-0.0,0.372073
7906,P2:2211,25+38+39-127-DR+RO-,CD4,-0.0,0.13333
7907,P1:1110,27+28-31+57-127-244-RA-,CD4,-0.0,0.247692
7908,P2:777,25-38+39+73+127+DR-PD1+RO-,CD4,-0.0,0.127605
7909,P5 gd:2109,RA+R7+,Vg9+/Vd2Low,-0.0,0.502774
7910,P2:6989,25+39-PD1+RO+,CD4,0.0,0.356889
7911,P1:26004,27-28+31+95+244+RA+,DPT,-0.0,0.991665
7912,P4:4475,CD2-314-334+158a+158b+R7+,16+56,0.0,0.314959
7913,P2:23932,38+73+127+PD1+,DPT,-0.0,0.994908
7914,P4:3466,CD2-314+334-,16+56,-0.0,0.663993
7915,P2:6096,38+39+73+DR-RO+,CD4,0.0,0.397311
7916,P2:8542,38+39-73+127-DR+RO-,CD8,-0.0,0.376734
7917,P2:20589,25+39-73+127+DR+PD1-RO-,DPT,-0.0,0.551489
7918,P1:740,27-28-31+57-95-127-244-RA+,CD8,-0.0,0.0301982
7919,P1:9215,27-28-31+95-127+244+RA-,CD8,-0.0,0.297423
7920,P2:21149,39-73+127-DR+RO-,DPT,-0.0,0.712878
7921,P3:4555,PD1+R6+XR3+XR5+,CD4/Naive,0.0,0.974152
7922,P1:4538,27+31+57+95+127+,CD4,-0.0,0.0695907
7923,P4:720,314+R7-,16+56-,0.0,0.441855
7924,P3:4554,161-PD1+R6+XR3+XR5+,CD4/Naive,0.0,0.155995
7925,P2:21782,25-39+73+127+PD1+RO-,DPT,-0.0,0.376183
7926,P7 Mono:930,11c+16+32-64-123-141-DR-,Monocytes,0.0023596099469372503,0.0336352
7927,P4:2112,CD2+R7+,16+56-,-0.0,0.657224
7928,P2:2985,25+38-39+DR+PD1+RO-,CD4,-0.0,0.438078
7929,P2:5008,38+39-73+127+PD1+,CD4,0.0,0.598164
7930,P2:30,25-38-39-73-127+DR-PD1+RO-,DPT,0.0,0.672047
7931,P2:8313,25-39+73+127-RO-,CD8,-0.0,0.0320255
7932,P2:13386,38+127+PD1+RO+,CD8,-0.0,0.14029
7933,P1:21774,57+95+244+RA-,DPT,0.0,0.0923813
7934,P4:955,CD2-314+334+158b+R7-,16+56-,0.0,0.23849
7935,P5 gd:1819,28-RA-,Vg9+/Vd2Low,-0.0,0.786572
7936,P2:26054,38-39-127-DR+PD1+RO+,DPT,0.0,0.505791
7937,P2:11509,25+73-127+DR+PD1+,CD8,-0.0,0.444965
7938,P1:859,27+28+31-57-95-127-244+RA-,CD4,0.0,0.683219
7939,P2:25823,25+39-127-PD1+RO+,DPT,0.0,0.170096
7940,P2:12321,25+38+39+73+127-DR-RO+,CD8,0.0,0.537962
7941,P2:12956,73+127+DR+RO+,CD8,0.0,0.967926
7942,P2:12436,25-38+39-127+DR-RO+,CD8,-0.0,0.0140485
7943,P1:20672,57+95-127-RA-,DPT,0.0,0.436287
7944,P4:5610,314-158a+,56+16-,0.0,0.969285
7945,P2:655,25+38+39+73-127+DR-PD1-RO-,CD4,-0.0,0.0998395
7946,P5 CD8:224,27+28+RA+R7+,CD8,0.0007697445814099912,0.0331674
7947,P2:22574,25+38+39-73-DR+PD1-,DPT,-0.0,0.0245925
7948,P1:12356,28+31-127-RA+,CD8,0.0,0.463429
7949,P7 Mono:6372,11c+16-32-123-141+274+DR+,Monocytes,-0.0,0.873727
7950,P2:23032,38+39-73+127-,DPT,-0.0,0.93956
7951,P5 gd:719,27+28-RA-R7+,CD3 T/VD1,-0.0,0.710269
7952,MFI:583,CD3 H7 APC,Lymphs/T cells/CD8/RA,0.0,0.777081
7953,P1:8296,31-57+95-RA-,CD8,-0.0,0.932093
7954,P4:4047,CD2+334+337+158a+158b-R7+,16+56,-0.0,0.169267
7955,P5 gd:255,28+RA+R5-R7-,CD3 T/VD1,0.0,0.247642
7956,P1:23661,27-28+95+127-244+,DPT,-0.0,0.895666
7957,P2:25537,25+38-127+DR+RO+,DPT,-0.0,0.284656
7958,P1:8663,27+28-31+57-95+127+RA-,CD8,-0.0,0.824157
7959,MFI:328,CD8 QD585,Lymphs/CD3 T/CD8/RA,0.0,0.0375742
7960,P3:8214,161+PD1-R6+XR3-XR5+,CD8/Naive,0.0,0.503238
7961,P2:21096,25+39-73-127-DR+RO-,DPT,0.0,0.158017
7962,P3:5771,PD1+R6+R10+,CD8/Memory,0.0,0.601116
7963,P1:21725,27-28-31+57-95+244+RA-,DPT,0.0,0.670624
7964,P5 gd:1926,8-28-R5+,Vg9+/Vd2Low,0.0,0.501655
7965,P2:21908,38-39-73+DR+PD1+RO-,DPT,0.0,0.900469
7966,P2:5750,25-38+39-127-DR+PD1-RO+,CD4,-0.0,0.250057
7967,P7 Mono:3474,11c-16+32+64-123+,Monocytes,-0.0,0.359338
7968,P1:25112,27-28-31+57-95-RA+,DPT,-0.0,0.341531
7969,P2:21740,25-38+39-127+PD1+RO-,DPT,0.0,0.623635
7970,P3:615,PD1-XR3-XR5-,CD4/Memory,-0.0,0.118703
7971,P2:285,25+38-39+73+127+DR+PD1+RO-,DPT,-0.0,0.610361
7972,P4:6079,CD2+314+158a+158b-R7+,56+16-,0.0,0.689932
7973,P2:11233,25+38+39-73+PD1+,CD8,-0.0,0.840561
7974,P2:23859,25-38+39+73+PD1+,DPT,0.0,0.893644
7975,P2:9937,25+38+39-73+127-DR+PD1-,CD8,-0.0,0.343934
7976,P2:23305,38-73-DR+,DPT,0.0,0.851531
7977,P2:4426,38-39+DR+,CD4,0.0,0.304738
7978,P1:23139,27-28+31-57-95+,DPT,0.0,0.901131
7979,P1:430,27+28-31+57+95+127+244+RA-,DPT,-0.0,0.17973
7980,P3:2348,161+R6+R10+XR5+,CD4/Memory,-0.0,0.363192
7981,P7 Mono:5378,11c-32+123+141-DR+,Monocytes,-0.0,0.291184
7982,P1:25561,27+28+31-57+95+127+RA+,DPT,0.0,0.736712
7983,P3:6212,R4+R10+XR3-XR5+,CD8/Memory,0.0,0.367808
7984,P2:8946,25+38-73-127-PD1+RO-,CD8,-0.0,0.0755616
7985,P7 Mono:4954,11c-16+32+64+123+274-DR+,Monocytes,-0.0,0.872189
7986,P2:1765,25-39+73+127-DR-RO-,CD4,-0.0,0.293725
7987,P3:4444,161+R4-R10-XR3+XR5+,CD4/Naive,0.0,0.145167
7988,P3:3,161-PD1-R4-R6-R10-XR3-XR5-,CD4/Naive,-0.0,0.0520869
7989,P2:9543,38-39+73+DR-PD1-,CD8,-0.0,0.750808
7990,P1:25860,27-28+57+95-244+RA+,DPT,0.0,0.239331
7991,P1:7305,27-31+95+127+244+RA+,CD4,-0.0,0.747891
7992,P1:25762,27+28+95+127-244+RA+,DPT,0.0,0.251023
7993,P5 gd:2006,27-R5-R7+,Vg9+/Vd2Low,-0.0,0.00439617
7994,P1:24387,57+95+127-244-RA+,DPT,-0.0,0.431103
7995,P2:20888,127-RO-,DPT,0.0,0.723618
7996,P7:15,32-64+274+,11c+ (nodim)/1c-/16+,-0.0,0.0939576
7997,P5 gd:936,RA-R7-,Vg9+/Vd2Hi,0.0,0.68278
7998,P1:9911,27-28-95-127+244-,CD8,-0.0,0.79835
7999,P5 gd:522,27-,CD3 T/VD1,-0.0,0.0299036
8000,P1:25965,27-57-95+244+RA+,DPT,-0.0,0.897474
8001,P5 gd:2088,27-28+R7+,Vg9+/Vd2Low,-0.0,0.0837118
8002,P5 gd:1481,28-R5+R7+,Vg9+/Vd2Hi,0.0,0.339648
8003,P2:25304,25-39+127+RO+,DPT,-0.0,0.473468
8004,P1:8748,27+31-95-127-244+RA-,CD8,0.0,0.857753
8005,P3:2460,PD1+R4-XR3+XR5+,CD4/Memory,0.0,0.05778
8006,P2:25057,25+38+127+DR-RO+,DPT,-0.0,0.0422092
8007,P5 gd:2147,8+28-R5+R7+,Vg9+/Vd2Low,0.0,0.262473
8008,P3:836,R4-XR5-,CD4/Memory,-0.0,0.241478
8009,P2:23033,25+38+39-73+127-,DPT,0.0,0.459669
8010,P3:3933,161-R4+R10+XR3+,CD4/Naive,0.0,0.0772619
8011,P4:4474,CD2+314+158a+158b+R7+,16+56,-0.0,0.682823
8012,P2:21784,25+39+73+127+PD1+RO-,DPT,-0.0,0.357905
8013,P5 CD8:9,27+28+RA-R5-R7+,CD8,-0.0,0.257402
8014,P1:24299,27-31+127-244-RA+,DPT,0.0,0.861509
8015,P2:6462,127-DR+RO+,CD4,0.0,0.170542
8016,P2:10647,38+127-DR+,CD8,-0.0,0.495658
8017,P2:20434,25-39+127-DR+PD1-RO-,DPT,-0.0,0.328925
8018,P2:13556,73+DR+PD1+RO+,CD8,0.0,0.929026
