,feature_name,marker_definition,parent_population,en_betas,p_1
46455,P2:7753,25+39+127+PD1-RO-,CD8,-0.0,0.297718
46456,P2:22414,38-73-127+PD1-,DPT,-0.0,0.294669
46457,P1:24559,27-28-31-57-95+244-RA+,DPT,0.0,0.610453
46458,P2:24192,38-73-127-DR-PD1-RO+,DPT,-0.0,0.52816
46459,P1:11638,31+57+95-127-244-RA+,CD8,-0.0,0.764715
46460,P7:181,32-64-,mDC/1c-/16-,-0.0,0.514621
46461,P1:9834,95+244-,CD8,-0.0,0.0255664
46462,P7 Mono:5687,11c-16+32-123-141+DR+,Monocytes,0.0,0.858638
46463,P1:8121,27-28-31+127-RA-,CD8,-0.0,0.76264
46464,P1:348,27+28-31-57-95-127+244+RA+,CD8,-0.0,0.465641
46465,P2:7857,25+38+39-73-DR+PD1-RO-,CD8,-0.0,0.0559766
46466,P5 gd:814,8+27-28-R5+R7+,CD3 T/VD1,-0.0,0.294985
46467,P2:4547,25+39-73-127-DR-PD1+,CD4,0.0,0.259882
46468,P3:8055,PD1+R4+R10+XR3+,CD8/Naive,0.0,0.132427
46469,P2:23441,25+38-73+127+DR+,DPT,-0.0,0.876858
46470,P2:11639,25+39+73+127-DR-PD1-RO+,CD8,-0.0,0.256707
46471,P4:3416,314-337+158a-,16+56,-0.0,0.138618
46472,P5 gd:1704,27+R5+R7-,Vg9+/Vd2Low,-0.0,0.280773
46473,P1:2736,28+31+57-244+RA-,CD4,-0.0,0.817762
46474,P1:1714,27-28+31+57-95-127-RA-,CD4,0.0,0.966471
46475,P3:5502,161+PD1+R10+XR3-,CD8/Memory,-0.0,0.134933
46476,P2:25273,25+38+73-127+RO+,DPT,-0.0,0.0517307
46477,P5 gd:1885,27+RA+,Vg9+/Vd2Low,-0.0,0.430436
46478,P1:12766,27-95-127+RA+,CD8,0.0,0.233857
46479,P4:2851,314+334-158a+R7-,16+56,0.0,0.888255
46480,P7 Mono:1887,16+32+64-123-274+DR-,Monocytes,0.0,0.123392
46481,P7 Mono:58,11c+16+32-64-123-141+274+DR-,Monocytes,-0.0,0.661466
46482,P3:1313,161-PD1-R4-R6+XR3-,CD4/Memory,0.0,0.874684
46483,P7 Mono:2278,11c+16+32-123+141+274+DR-,Monocytes,-0.0,0.170223
46484,MFI:563,CD3 BV785,Lymphs/T cells/CD8/38,0.0,0.600229
46485,P1:23587,31+127-244+,DPT,0.0,0.860741
46486,P2:25830,25-127-PD1+RO+,DPT,0.0,0.353959
46487,P1:1335,27-28-31+57-244-RA-,CD4,-0.0,0.326096
46488,P4:3712,CD2-314-158b+,16+56,-0.0,0.251784
46489,P1:125,27-28+31+57-95+127+244-RA-,DPT,-0.0,0.324402
46490,P4:6170,CD2+314+334-337+158a-R7+,56+16-,0.0,0.121842
46491,P1:13205,27-28+31+57-95-244+RA+,CD8,-0.0,0.912833
46492,P2:5759,25-38+127-DR+PD1-RO+,CD4,0.0,0.815668
46493,P4:5640,337+158a+,56+16-,0.0,0.22013
46494,P1:20439,27+28+31+95-127+244-RA-,DPT,0.0,0.488591
46495,P2:845,25-38+39+73+127+DR+PD1+RO-,CD8,-0.0,0.27643
46496,P1:7628,27-28+31-57-244-RA-,CD8,-0.0,0.463096
46497,P3:1009,161+R4+R10-XR3+XR5-,CD4/Memory,0.0,0.0543393
46498,P1:7373,27-28+31+95-127-244-RA-,CD8,0.0,0.710406
46499,P7 Mono:4525,11c-32-123-141-274-DR+,Monocytes,-0.0,0.149491
46500,P1:13502,57-127+244+RA+,CD8,-0.0,0.209103
46501,P2:6713,39-73+127-DR-PD1+RO+,CD4,0.0,0.36257
46502,P7 Mono:3482,11c+32-123+,Monocytes,-0.0,0.0541502
46503,P2:20517,39-73+DR+PD1-RO-,DPT,-0.0,0.349137
46504,P2:24106,38-39-73-127+DR+PD1+,DPT,-0.0,0.68496
46505,P7 Mono:807,32-141+274-DR-,Monocytes,-0.0,0.0733868
46506,P3:8161,161-R6-XR3-XR5+,CD8/Naive,-0.0,0.522861
46507,P1:7647,28+31+57-244-RA-,CD8,-0.0,0.145361
46508,P1:3544,28-31-57+95+244-,CD4,0.0,0.163513
46509,P2:192,25-38-39+73-127+DR-PD1-RO+,CD8,-0.0,0.485264
46510,P2:11340,38+39-73-127-DR+PD1+,CD8,-0.0,0.37926
46511,P2:25286,25-39-127+RO+,DPT,-0.0,0.918019
46512,P1:4857,27-28-31+57+95-244+,CD4,0.0,0.324236
46513,P2:654,25+38-39+73+127-DR+PD1-RO-,CD4,-0.0,0.326726
46514,P1:24189,27+31-57-95-127-244-RA+,DPT,-0.0,0.188374
46515,P2:13228,25+38-39+127-PD1+RO+,CD8,-0.0,0.897345
46516,P1:12195,27-28-31-95+127+244-RA+,CD8,-0.0,0.67212
46517,P1:24983,27-28+31+127-RA+,DPT,-0.0,0.280068
46518,P1:8223,27-57+95+127-RA-,CD8,0.0,0.732151
46519,P1:4773,27-28+57+95+127-244+,CD4,0.0,0.570441
46520,P3:1573,161+PD1+R6+,CD4/Memory,0.0,0.682772
46521,P4:4517,314-334+337-158a-158b-R7-,56+16-,0.0,0.8868
46522,P2:8885,25-39+73-127+DR-PD1+RO-,CD8,-0.0,0.076984
46523,P1:23496,27-95-127-244+,DPT,0.0,0.422806
46524,P1:23406,27-31-95+127+,DPT,0.0,0.0759028
46525,P2:23076,25-38+39+73-,DPT,-0.0,0.0309004
46526,P2:5125,38+73-DR+PD1+,CD4,-0.0,0.698676
46527,P1:12396,27+28-31+57+127-RA+,CD8,-0.0,0.116981
46528,P2:23343,25-39+DR+,DPT,-0.0,0.0497196
46529,P3:6705,161-R4+R6-R10-XR3-XR5-,CD8/Naive,0.0,0.96173
46530,P2:9047,39-PD1+RO-,CD8,-0.0,0.0685595
46531,P2:11800,73-127-PD1-RO+,CD8,-0.0,0.36935
46532,P3:4210,161-PD1+R4-R10-XR5+,CD4/Naive,0.0,0.784928
46533,P1:2106,27+28-57-95+RA-,CD4,-0.0,0.79515
46534,P7 Mono:1535,16-32+141+DR-,Monocytes,-0.0,0.2031
46535,P1:23509,28+31+95-127-244+,DPT,-0.0,0.974028
46536,P3:5953,161-PD1-R6-R10+XR3+,CD8/Memory,0.0,0.112773
46537,P3:7592,161-R4+R6+R10+XR3-,CD8/Naive,-0.0,0.810831
46538,P1:25209,28+31-RA+,DPT,-0.0,0.569199
46539,P1:13289,27-28-31-244+RA+,CD8,0.0,0.438049
46540,P3:1305,PD1-R4+XR3-,CD4/Memory,0.0,0.500466
46541,P7 Mono:1247,16-32-64-DR-,Monocytes,-0.0,0.501286
46542,P7 Mono:3929,11c+16-32+64+141-274+,Monocytes,-0.0,0.242634
46543,P3:7255,PD1-R4+XR3+XR5-,CD8/Naive,0.0,0.0751265
46544,P1:10869,31+57-95-127-244+,CD8,-0.0,0.0854383
46545,P2:3643,38-39+73+127-DR+PD1-,CD4,0.0,0.583122
46546,P3:1086,161-PD1-R4-R6+XR3+XR5-,CD4/Memory,-0.0,0.778905
46547,P1:2624,27+28+57+95+127-244+RA-,CD4,-0.0,0.441349
46548,P3:3811,PD1+R4-R6-XR3+,CD4/Naive,0.0,0.831965
46549,P3:987,PD1-R4-R10-XR3+XR5-,CD4/Memory,0.0,0.133248
46550,P4:5856,158a+158b+,56+16-,-0.0,0.40171
46551,P5 gd:935,8-RA-R7-,Vg9+/Vd2Hi,-0.0,0.957537
46552,P1:23524,57+95-127-244+,DPT,0.0,0.259896
46553,P2:24403,25-38+39-73-127-PD1-RO+,DPT,-0.0,0.475252
46554,P2:1302,25-73+127-PD1-RO-,CD4,-0.0,0.32842
46555,P2:24357,25-38+39-127+DR-PD1-RO+,DPT,-0.0,0.607417
46556,P1:24400,27-31-57-95-244-RA+,DPT,0.0,0.0811536
46557,P2:12567,25+38-39-73-RO+,CD8,-0.0,0.121522
46558,P4:3910,314+334-337-158b-R7+,16+56,-0.0,0.208022
46559,P3:6268,161+R4-R10-XR5+,CD8/Memory,0.0,0.56779
46560,P4:3960,CD2-334-337+158b-R7+,16+56,-0.0,0.825208
46561,P2:24516,25+38-PD1-RO+,DPT,-0.0,0.114176
46562,P2:115,25-38+39-73-127-DR+PD1+RO+,DPT,-0.0,0.76253
46563,P4:3112,CD2-334-337-158a-158b-,16+56,-0.0,0.513976
46564,P7 Mono:5534,11c-16+DR+,Monocytes,0.0,0.829521
46565,P5 gd:70,8-27+28+RA-R5-R7-,CD3 T/VD1,0.0,0.125293
46566,P2:7106,25+73+127+PD1+RO+,CD4,0.0,0.183572
46567,P5 gd:72,8-27-28-RA-R5+R7+,Vg9+/Vd2Hi,0.0,0.685488
46568,P3:8254,161+R4-R10+XR3-XR5+,CD8/Naive,0.0,0.802464
46569,P3:1446,PD1+R4+R6-R10-,CD4/Memory,0.0,0.0322273
46570,P7 Mono:6406,64+123-141+274+DR+,Monocytes,-0.0,0.573306
46571,P1:3896,27+28-31-57-127-,CD4,-0.0,0.622799
46572,P3:6864,161-PD1-R10+XR3-XR5-,CD8/Naive,-0.0,0.569773
46573,P1:4235,27+28+57-95+,CD4,-0.0,0.764955
46574,P2:1981,25-39+127-RO-,CD4,-0.0,0.721198
46575,P1:3931,28-127-,CD4,0.0,0.836406
46576,P1:4028,27+28+31+95+127-,CD4,-0.0,0.494599
46577,P1:1162,27-28-31+57+127-244-RA-,CD4,0.0,0.41228
46578,P1:25353,28+57-95-127+RA+,DPT,0.0,0.244878
46579,P1:4286,27+57+95+,CD4,-0.0,0.464482
46580,P3:2645,161+PD1+R4-R6-XR3-XR5-,CD4/Naive,-0.0,0.793177
46581,P3:686,161+PD1+R4-R10+XR3-XR5-,CD4/Memory,0.0,0.0644533
46582,P4:5815,CD2+314+334+337+158b+,56+16-,-0.0,0.260064
46583,P3:3702,161-PD1+R4-R6+R10+,CD4/Naive,-0.0,0.31739
46584,P2:23342,25+38-39+DR+,DPT,-0.0,0.0970704
46585,P2:21731,25-38+39+73-127+PD1+RO-,DPT,-0.0,0.968242
46586,P1:26160,28+31-57+127+244+RA+,DPT,0.0,0.392897
46587,P7 Mono:4620,16+32+141-274-DR+,Monocytes,-0.0,0.440336
46588,P1:1177,28-57-95+127-244-RA-,CD4,-0.0,0.768583
46589,P1:7222,27+28-127+244+RA+,CD4,0.0,0.802366
46590,P2:976,25+38+39-73+127-DR-PD1+RO+,CD4,0.0,0.203263
46591,P3:1771,161+PD1+R4+R6-XR3+,CD4/Memory,0.0,0.0486261
46592,P4:5003,314-334-337+158a-158b+R7-,56+16-,-0.0,0.997368
46593,P3:4000,161-PD1+R10-XR3-XR5+,CD4/Naive,-0.0,0.296749
46594,P1:12291,27+31+95-127-RA+,CD8,-0.0,0.903821
46595,P4:5994,CD2+334-158b-R7+,56+16-,0.0,0.0120522
46596,P1:547,27-28+31-57-95-127-244+RA+,DPT,-0.0,0.554846
46597,P1:8543,27+28+31-57+95-127+RA-,CD8,0.0,0.427473
46598,P5 gd:1008,27+28-RA-R5+R7-,Vg9+/Vd2Hi,0.0,0.314493
46599,P5 gd:2041,27+28+RA+R5-R7+,Vg9+/Vd2Low,-0.0,0.838278
46600,P2:20308,39+73+PD1-RO-,DPT,0.0,0.369886
46601,P2:2519,25+38+39-DR-PD1+RO-,CD4,0.0,0.870242
46602,P1:11688,27+28-31+127-244-RA+,CD8,-0.0,0.214085
46603,P3:2747,PD1-R10+XR3-XR5-,CD4/Naive,0.0,0.554556
46604,P2:4797,25-73-127-PD1+,CD4,0.0,0.699493
46605,P3:7189,161+PD1+R4+R10-XR3+XR5-,CD8/Naive,-0.0,0.0123802
46606,P3:2952,PD1+R4-R6-R10+XR5-,CD4/Naive,0.0,0.836906
46607,P5 gd:1424,8+27-28+R7+,Vg9+/Vd2Hi,-0.0,0.14038
46608,P1:11853,27-57+95-244-RA+,CD8,-0.0,0.396854
46609,P7 Mono:5812,11c+32+64+141+DR+,Monocytes,-0.0,0.193893
46610,P3:241,161+PD1+R4+R6+R10+XR3-XR5-,CD8/Memory,0.0,0.457757
46611,P1:10321,27+95+127-,CD8,-0.0,0.062997
46612,P2:12420,25+38+73-127+DR-RO+,CD8,-0.0,0.219184
46613,P1:12328,27-28+31-57-127-RA+,CD8,0.0,0.401873
46614,P1:3534,27-28-31+95+244-,CD4,0.0,0.979689
46615,P1:21390,27+57+95-127-244+RA-,DPT,-0.0,0.605391
46616,P2:12537,25+38+39+127-RO+,CD8,-0.0,0.0771783
46617,P2:1354,38-PD1-RO-,CD4,-0.0,0.28358
46618,P2:23161,38-39-127+,DPT,0.0,0.942545
46619,P1:23997,27-28-31-57+95-127+244+,DPT,0.0,0.101445
46620,P3:8472,161-PD1+R6-R10+XR5+,CD8/Naive,0.0,0.312606
46621,P4:6108,CD2-314-334-337-158a-R7+,56+16-,-0.0,0.43792
46622,P1:4357,31-57+95-127+,CD4,0.0,0.0539511
46623,P7 Mono:2720,11c+16+32+64+274-,Monocytes,0.0,0.839635
46624,P4:2574,CD2+314-337+158b-R7-,16+56,-0.0,0.107429
46625,P1:25124,27-31-95-RA+,DPT,0.0,0.0980505
46626,P2:141,25+38-39+73+127-DR-PD1-RO-,CD8,-0.0,0.373605
46627,P1:10406,27-28-31+95-,CD8,-0.0,0.0734738
46628,P2:11649,25+38+39-73-DR-PD1-RO+,CD8,-0.0,0.0990415
46629,P7 Mono:99,11c-16-32-64+123-141+274+DR-,Monocytes,0.0,0.936536
46630,P2:23299,39-73-DR+,DPT,-0.0,0.356163
46631,P2:2869,25+39+73+127+PD1+RO-,CD4,0.0,0.893181
46632,P1:23403,27-28-31-95+127+,DPT,0.0,0.0851641
46633,P1:8741,27+31+57-95-127-244+RA-,CD8,-0.0,0.785411
46634,P3:616,161+PD1-XR3-XR5-,CD4/Memory,-0.0,0.118164
46635,P2:62,25-38-39-73-127+DR-PD1+RO-,CD8,-0.0,0.366356
46636,P7 Mono:2458,16+32-64+141-274-,Monocytes,-0.0,0.19054
46637,P5 gd:1308,8+28+RA+R5+,Vg9+/Vd2Hi,-0.0,0.597831
46638,P1:2098,27-31-57-95+RA-,CD4,-0.0,0.542267
46639,P2:12310,25-38+73+127-DR-RO+,CD8,-0.0,0.512679
46640,P3:3424,PD1+R4+R6-R10+XR3-,CD4/Naive,-0.0,0.0403141
46641,P2:11189,25-38-39+73-PD1+,CD8,-0.0,0.239707
46642,P1:20672,57+95-127-RA-,DPT,0.0,0.345795
46643,P7 Mono:2086,11c+16+32-64+123+274+DR-,Monocytes,-0.0,0.0826578
46644,P1:6233,27-28-31-57+95-RA+,CD4,0.0,0.118391
46645,P3:7214,161+R4-R6-XR3+XR5-,CD8/Naive,0.0,0.887823
46646,P1:5203,57-95+127+244+,CD4,-0.0,0.8593
46647,P1:13062,27-28-31-127-244+RA+,CD8,0.0,0.490902
46648,P7 Mono:5520,16-32-DR+,Monocytes,-0.0,0.720757
46649,P2:5188,38+39+73+DR+PD1+,CD4,-0.0,0.837657
46650,P4:4730,314+337-158a-R7-,56+16-,-0.0,0.0322701
46651,P1:938,27-28-31+57-95-127+244-RA-,CD8,-0.0,0.654005
46652,P2:12526,25-38+127-RO+,CD8,-0.0,0.106694
46653,P2:24406,25-38-73-127-PD1-RO+,DPT,0.0,0.835284
46654,P1:5480,27+31+57+95+127-244-RA+,CD4,-0.0,0.3517
46655,P2:6667,39-73-127-DR-PD1+RO+,CD4,0.0,0.840302
46656,P2:8106,25-39-DR-RO-,CD8,0.0,0.0421192
46657,P3:8534,161+R4+R6+R10+XR5+,CD8/Naive,-0.0,0.605013
46658,P2:2740,25+38-39-PD1+RO-,CD4,-0.0,0.372799
46659,P4:2967,334-337-158b+R7-,16+56,-0.0,0.489613
46660,P2:22770,25-38+127-DR-,DPT,0.0,0.694907
46661,P1:10231,27+31-127-,CD8,-0.0,0.542969
46662,P7 Mono:6013,11c-16+32+141-274+DR+,Monocytes,-0.0,0.0446177
46663,P1:3621,27-28+31+95-127+244-,CD4,0.0,0.0934327
46664,P1:5536,27-28-31-57+95-244-RA+,CD4,0.0,0.670151
46665,P1:2900,27+28+31-95-127+244+RA-,CD4,0.0,0.740399
46666,P7 Mono:6302,11c+32-123+274+DR+,Monocytes,-0.0,0.00742471
46667,P2:3965,25+38+73+DR-,CD4,0.0,0.471442
46668,P7 Mono:3411,11c-16+,Monocytes,-0.0,0.3699
46669,P7 Mono:5309,11c-16+32-64+141-DR+,Monocytes,0.0,0.469256
46670,P3:588,PD1-R6-XR3-XR5-,CD4/Memory,-0.0,0.166226
46671,P4:4274,CD2-314-337+158a+R7+,16+56,0.0,
46672,P1:10916,27-28+57+95-127-244+,CD8,0.0,0.531991
46673,P5 gd:481,8+28+RA+R5-,CD3 T/VD1,-0.0,0.73369
46674,P5 gd:259,27-28-RA-R7-,CD3 T/VD1,0.0,0.767257
46675,P1:11367,28+31-95-127+244+,CD8,-0.0,0.404372
46676,P2:25571,25-38-39+73+127+DR+RO+,DPT,-0.0,0.110619
46677,P7 Mono:6535,16-32+123+141+274+DR+,Monocytes,-0.0,0.0434438
46678,P1:6948,27-28-31+57+95-244+RA+,CD4,0.0,0.311112
46679,P3:3727,R4-R6-R10-XR3+,CD4/Naive,0.0,0.487735
46680,P1:23978,27+28+31-95-127+244+,DPT,-0.0,0.837487
46681,P1:20053,27-31+127-244-RA-,DPT,-0.0,0.0084566
46682,P4:3404,314+334+158a-,16+56,0.0,0.435366
46683,P3:6787,161+R4-XR3-XR5-,CD8/Naive,0.0,0.978899
46684,P2:5359,25+39+73-DR-PD1-RO+,CD4,-0.0,0.326227
46685,MFI:476,CD16 BV421,Lymphs/nonT/NK/16+56/R7,0.0,0.271267
46686,P2:9647,25-38+73-127-PD1-,CD8,-0.0,0.590045
46687,P2:6118,25+38-39+73-127+DR-RO+,CD4,-0.0,0.485459
46688,P2:6294,38+39-RO+,CD4,-0.0,0.88304
46689,P1:13061,27+28+31+57-127-244+RA+,CD8,-0.0,0.3202
46690,P3:7476,XR3-,CD8/Naive,-0.0,0.117452
46691,P1:7575,28+31-95-244-RA-,CD8,0.0,0.12024
46692,P3:3795,161-PD1-R4+R6+R10-XR3+,CD4/Naive,0.0,0.902849
46693,P2:1208,25-38-39+127+DR-PD1-RO-,CD4,-0.0,0.187061
46694,P5 gd:428,8-27+28+RA-R5-,CD3 T/VD1,0.0,0.0824367
46695,P5 gd:395,8+RA+R5+R7-,CD3 T/VD1,-0.0,0.107305
46696,P3:3035,R6-R10-XR3+XR5-,CD4/Naive,0.0,0.493713
46697,P1:444,27+28+31+57-95-127-244-RA+,CD4,-0.0,0.334571
46698,P3:7717,161+PD1-,CD8/Naive,-0.0,0.975489
46699,P1:5030,27+28-31-57-95-127+244+,CD4,0.0,0.674945
46700,P1:11324,27-28-31+57+95+244+,CD8,0.0,0.917978
46701,P2:9245,25+38-39-73-DR+PD1+RO-,CD8,0.0,0.439968
46702,P1:1311,27-31+57+95-244-RA-,CD4,0.0,0.51829
46703,P7 Mono:3897,11c-16+141-274+,Monocytes,-0.0,0.690656
46704,P1:1916,28-57+95+127-RA-,CD4,0.0,0.394894
46705,P1:5881,27+57-95+127+244-RA+,CD4,-0.0,0.295152
46706,P7 Mono:1666,11c-32+64-123-141-274+DR-,Monocytes,0.0,0.931347
46707,P2:4779,25-39+73+127+DR-PD1+,CD4,-0.0,0.923943
46708,P7 Mono:6096,11c+16-64+123+141-274+DR+,Monocytes,-0.0,0.0482053
46709,P3:3107,PD1+R6-XR3+XR5-,CD4/Naive,-0.0,0.994397
46710,P2:11793,25-38+39-73-127-PD1-RO+,CD8,-0.0,0.0891008
46711,P1:1819,27-31+127-RA-,CD4,-0.0,0.49707
46712,P2:6026,25-38-73-DR-RO+,CD4,0.0,0.852696
46713,P4:5905,CD2-337-158a-158b-R7+,56+16-,-0.0,0.906682
46714,P5 gd:680,8+R5-R7+,CD3 T/VD1,0.0,0.831786
46715,P7 Mono:2163,16+64+123-141+274+DR-,Monocytes,-0.0,0.652588
46716,P1:5037,27-28-57-95-127+244+,CD4,0.0,0.288525
46717,P2:21605,25-38+39-73+127-PD1+RO-,DPT,0.0,0.837475
46718,P2:20763,25+39+73+DR-RO-,DPT,-0.0,0.350285
46719,P7 Mono:5452,11c+123-DR+,Monocytes,-0.0,0.0579314
46720,P3:1333,161+PD1-R4+R6+XR3-,CD4/Memory,-0.0,0.703817
46721,P4:3720,CD2+314+158b+,16+56,0.0,0.812509
46722,P2:23986,38+127-DR+PD1+,DPT,-0.0,0.352533
46723,P6:61,20-24-27-38+,CD10-/CD95+/IgA-IgG-/IgAGDM-,0.0,0.207633
46724,P7 Mono:845,11c-16+64+141+274-DR-,Monocytes,-0.0,0.238813
46725,P1:25149,28-31-57+95-RA+,DPT,0.0,0.103343
46726,P2:23973,25-39-127-DR+PD1+,DPT,0.0,0.972865
46727,P3:8356,PD1+R4-R6+R10-XR5+,CD8/Naive,-0.0,0.5229
46728,P7 Mono:3398,11c+16-32-,Monocytes,-0.0,0.304839
46729,P1:25543,27+28+95+127+RA+,DPT,-0.0,0.0298738
46730,P1:4555,57-95-127-244+,CD4,0.0,0.590607
46731,P5 gd:978,27-28-RA+R7-,Vg9+/Vd2Hi,0.0,0.878791
46732,P3:2408,161-R4-R6+R10-XR3+XR5+,CD4/Memory,0.0,0.30917
46733,P2:3741,25-38-73-127+DR+PD1-,CD4,0.0,0.633446
46734,P5 gd:52,8-27+28+RA-R5-R7+,Vg9+/Vd2Low,-0.0,0.643592
46735,P2:4833,25-39+127-PD1+,CD4,0.0,0.627715
46736,P1:1111,27-31+57-127-244-RA-,CD4,-0.0,0.373842
46737,P7 Mono:1466,32-64+123-141+DR-,Monocytes,-0.0,0.399688
46738,P2:22225,38-73+127+DR-PD1-,DPT,0.0,0.402105
46739,P1:5694,27+31+95+244-RA+,CD4,-0.0,0.31839
46740,P3:6055,161+PD1-R10-XR3-XR5+,CD8/Memory,0.0,0.283666
46741,P1:8551,28+57+95-127+RA-,CD8,0.0,0.584718
46742,P2:13389,38-39+127+PD1+RO+,CD8,-0.0,0.660253
46743,P3:6145,PD1-R4-R6+XR3-XR5+,CD8/Memory,0.0,0.745012
46744,P2:23281,73+127-DR+,DPT,-0.0,0.191223
46745,P5 gd:291,8-27+28-R7-,CD3 T/VD1,0.0,0.302131
46746,P4:2486,CD2+334+158a-158b-R7-,16+56,0.0,0.142831
46747,P3:2405,PD1+R4+R10-XR3+XR5+,CD4/Memory,0.0,0.286359
46748,P1:21779,27-28-31+57+95+244+RA-,DPT,0.0,0.13301
46749,P7 Mono:5734,11c+16+32+64+123-141+DR+,Monocytes,-0.0,0.430343
46750,P2:26024,25+38+73+127+PD1+RO+,DPT,-0.0,0.514682
46751,P5 gd:1288,8-28-RA+R5+,Vg9+/Vd2Hi,0.0,0.334359
46752,P7 Mono:3956,11c+16-32+64-123+141-274+,Monocytes,-0.0,0.54246
46753,P1:12126,31-127+244-RA+,CD8,0.0,0.473266
46754,MFI:680,CD4 QD605,Lymphs/T cells/DPT/RA,-0.0,0.770098
46755,P1:4946,27+28+31+57+244+,CD4,-0.0,0.301649
46756,P4:5330,CD2-314-334-337-158a+158b-,56+16-,-0.0,0.425631
46757,P2:6728,25+39+73+127-DR-PD1+RO+,CD4,-0.0,0.856559
46758,P1:6186,28+31-57-95-RA+,CD4,-0.0,0.549626
46759,P2:20865,25+38+73-127-RO-,DPT,-0.0,0.138672
46760,P7 Mono:3394,16+32+64-,Monocytes,0.0,0.21744
46761,P3:8044,161+R10+XR3+,CD8/Naive,0.0,0.462965
46762,P2:4817,25+39-127-PD1+,CD4,0.0,0.271224
46763,P1:6665,28-31-57-95-127-244+RA+,CD4,0.0,0.54713
46764,P4:5536,CD2+314+,56+16-,0.0,0.82931
46765,P3:3166,161-R4+R6+XR3+XR5-,CD4/Naive,0.0,0.732756
46766,P7 Mono:637,16+32-64-123+274-DR-,Monocytes,-0.0,0.766889
46767,P2:12772,25-38-39+127-DR+RO+,CD8,0.0,0.742095
46768,P1:4920,27-28-31-57+244+,CD4,0.0,0.0280255
46769,P1:8206,31+95+127-RA-,CD8,-0.0,0.365345
46770,P3:5495,PD1-R10+XR3-,CD8/Memory,-0.0,0.117576
46771,P7 Mono:5166,11c+32+64+123+141+274-DR+,Monocytes,-0.0,0.211501
46772,P1:7322,27-28+57+95+127+244+RA+,CD4,0.0,0.105707
46773,P1:9047,31-244+RA-,CD8,0.0,0.622553
46774,P1:24534,27+28-31-57+244-RA+,DPT,-0.0,0.121398
46775,P3:123,161+PD1-R4-R6-R10+XR3+XR5-,CD8/Naive,0.0,0.647385
46776,P2:26156,25-39-73+DR+PD1+RO+,DPT,0.0,0.530062
46777,P2:12100,25+39-73-DR+PD1-RO+,CD8,-0.0,0.139162
46778,P1:8764,27-31+95-127-244+RA-,CD8,-0.0,0.426456
46779,P1:13571,27-31-57-95+127+244+RA+,CD8,0.0,0.947694
46780,P1:21768,28+31-57+95+244+RA-,DPT,-0.0,0.669444
46781,MFI:2,CD123 PE,Lin-DR+/14-/11c+ (nodim)/1c-/16-/CD274,-0.0,0.237489
46782,P2:7009,38+39+PD1+RO+,CD4,0.0,0.999599
46783,P3:7021,161-XR5-,CD8/Naive,0.0,0.649175
46784,P2:1074,25+39-73+127-DR-PD1-RO-,CD4,-0.0,0.312884
46785,P2:8667,25-38+39+73-127+DR+RO-,CD8,-0.0,0.8078
46786,P2:24336,38+39-73-127+DR-PD1-RO+,DPT,-0.0,0.118986
46787,P7 Mono:2017,11c+16-32+64+274+DR-,Monocytes,-0.0,0.514849
46788,P2:8360,25+RO-,CD8,-0.0,0.0379473
46789,P7 Mono:1566,11c+32+64+141+DR-,Monocytes,-0.0,0.51599
46790,P7 Mono:1826,16-123+141-274+DR-,Monocytes,-0.0,0.0739083
46791,P1:11286,28+31-95+244+,CD8,-0.0,0.774753
46792,P7 Mono:4028,11c+16-64-123-274+,Monocytes,-0.0,0.979434
46793,P7 Mono:3906,11c-16+32+141-274+,Monocytes,-0.0,0.437294
46794,P5 gd:1930,27+28-R5+,Vg9+/Vd2Low,0.0,0.840755
46795,P7 Mono:2040,16+64-123+274+DR-,Monocytes,0.0,0.260485
46796,P3:8407,R4-XR5+,CD8/Naive,-0.0,0.630506
46797,P1:10525,27+28-31-57-95+,CD8,-0.0,0.609908
46798,P7 Mono:173,11c-16-32-64+123+141-274+DR+,Monocytes,-0.0,0.651386
46799,P1:2246,28+57+95-127+RA-,CD4,0.0,0.488971
46800,P2:2019,25+39-73-RO-,CD4,-0.0,0.562486
46801,P1:9630,28+31+57+95+127-244-,CD8,-0.0,0.00839627
46802,P2:1911,25+39-73+127+DR-RO-,CD4,-0.0,0.406913
46803,P3:7663,161+PD1-R6+R10-,CD8/Naive,-0.0,0.195715
46804,P1:7593,28+31+95-244-RA-,CD8,0.0,0.523075
46805,P3:7796,161-PD1-R10+,CD8/Naive,-0.0,0.580738
46806,P2:9983,25-38-39-DR+PD1-,CD8,0.0,0.169467
46807,P2:25935,25-38-73+PD1+RO+,DPT,0.0,0.480288
46808,P2:1517,38-39+127-DR+PD1-RO-,CD4,-0.0,0.374307
46809,P2:8915,25+38+39+127+DR-PD1+RO-,CD8,-0.0,0.203675
46810,P7 Mono:445,11c+32+123+141-274-DR-,Monocytes,0.0,0.549547
46811,P2:24851,25-38-39-73-127-DR-RO+,DPT,0.0,0.511148
46812,P7 Mono:4763,32+123-274-DR+,Monocytes,-0.0,0.557869
46813,P1:12509,28+31+57-95-RA+,CD8,0.0,0.0996682
46814,P4:6073,CD2+314-158a+158b-R7+,56+16-,0.0,0.544759
46815,P2:23244,25-39-127-DR+,DPT,-0.0,0.992285
46816,P1:1182,27-28+57-95+127-244-RA-,CD4,-0.0,0.706691
46817,P1:11874,27-28+31-57-244-RA+,CD8,0.0,0.839462
